="Wave W3: Heterogeneity in Impact on Business Aspirations by Outcome Level at Baseline"
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (13.194)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="          -8.862   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (13.278)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="         -12.408   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (12.655)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="         -12.971   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (13.077)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.236** ",="          -0.192*  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.095)   ",="         (0.098)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.100   ",="           0.099   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.094)   ",="         (0.110)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.004   ",="          -0.132   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.095)   ",="         (0.103)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.107   ",="          -0.089   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.085)   ",="         (0.097)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Aspirations horizon for ideal business (years)    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.013   ",="                   ",="           0.438   ",="                   ",="           0.016   ",="                   ",="           2.014   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.017)   ",="                   ",="         (0.529)   ",="                   ",="         (0.024)   ",="                   ",="         (3.500)   "
="Below-Md Aspirations at Baseline X Assigned Handbook",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -5.219   ",="          -4.169   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (4.251)   ",="         (4.959)   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.493   ",="           0.993   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (3.691)   ",="         (3.960)   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -8.584** ",="          -8.686** ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (3.779)   ",="         (3.785)   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -6.263** ",="          -6.874*  ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (3.059)   ",="         (3.829)   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.581   ",="           0.097   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.520)   ",="         (0.492)   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.350   ",="           0.494   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.436)   ",="         (0.513)   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.179   ",="           0.477   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.368)   ",="         (0.446)   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.034   ",="           0.266   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.387)   ",="         (0.449)   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         -33.680   ",="         -41.039*  "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (20.491)   ",="        (21.839)   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         -21.736   ",="         -29.184   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (17.213)   ",="        (19.475)   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         -22.369   ",="         -30.450*  "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (15.235)   ",="        (18.029)   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         -23.131   ",="         -39.417** "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (15.271)   ",="        (15.327)   "
="R-squared                                         ",="           0.345   ",="           0.558   ",="           0.603   ",="           0.191   ",="           0.149   ",="           0.155   ",="           0.232   ",="           0.222   ",="           0.227   ",="           0.221   ",="           0.157   ",="           0.174   ",="           0.169   ",="           0.157   "
="N                                                 ",="            1181   ",="            1160   ",="            1160   ",="            1181   ",="            1181   ",="            1177   ",="            1181   ",="             853   ",="            1181   ",="             853   ",="            1181   ",="             853   ",="            1177   ",="             851   "
="Dep Var Mean for AM 12-Mth Shop Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Shop Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Shop Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Shop Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Sales Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Sales Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Sales Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Sales Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Sales Asps (W1) in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Sales Asps (W1) in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Sales Asps (W1) in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Sales Asps (W1) in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Size Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Size Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Size Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Size Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Employee Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Employee Asps in Control ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Employee Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Employee Asps in Control ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Customer Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Customer Asps in Control ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Customer Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Customer Asps in Control ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Shop Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Shop Asps in Control      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Shop Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Shop Asps in Control      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Size Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Size Asps in Control      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Size Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Size Asps in Control      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Employee Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Employee Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Employee Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Employee Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Customer Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Customer Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Customer Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Customer Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book + Interaction              ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie + Interaction      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Assistaince + Interaction",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): All Three + Interaction         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
