="Wave W4: Heterogeneity in Impact on Firm Performance and Education Aspirations and Satisfaction Scores by Levels of 12-Mth and Ideal Business Aspirations at Baseline"
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="        -115.787   ",="         -65.004   ",="         -28.376   ",="       -1118.447   ",="        -843.553   ",="        -987.570   ",="          -0.137   ",="           0.043   ",="          -0.176   ",="          -0.993   ",="          -0.029   ",="          -0.476   "
="                                                  ",="       (437.596)   ",="       (377.929)   ",="       (321.505)   ",="       (899.919)   ",="       (761.461)   ",="       (708.710)   ",="         (0.157)   ",="         (0.078)   ",="         (0.138)   ",="         (1.354)   ",="         (0.300)   ",="         (0.292)   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="         159.295   ",="         202.902   ",="         230.906   ",="          59.561   ",="         508.145   ",="         307.889   ",="          -0.112   ",="          -0.069   ",="          -0.025   ",="           0.361   ",="           0.497*  ",="           0.648** "
="                                                  ",="       (427.355)   ",="       (353.110)   ",="       (310.369)   ",="      (1464.809)   ",="       (921.947)   ",="       (821.664)   ",="         (0.163)   ",="         (0.058)   ",="         (0.155)   ",="         (1.335)   ",="         (0.287)   ",="         (0.282)   "
="Below-Md Aspirations at Baseline X Assigned All Three",="         213.378   ",="         335.025   ",="         265.924   ",="        1387.693   ",="        1025.542   ",="         794.815   ",="          -0.271   ",="          -0.146   ",="          -0.145   ",="           1.624   ",="           0.026   ",="           0.232   "
="                                                  ",="       (526.436)   ",="       (376.094)   ",="       (337.272)   ",="       (939.618)   ",="       (828.136)   ",="       (759.677)   ",="         (0.170)   ",="         (0.104)   ",="         (0.141)   ",="         (1.304)   ",="         (0.259)   ",="         (0.283)   "
="R-squared                                         ",="           0.230   ",="           0.091   ",="           0.094   ",="           0.466   ",="           0.436   ",="           0.449   ",="           0.241   ",="           0.156   ",="           0.242   ",="           0.436   ",="           0.043   ",="           0.047   "
="N                                                 ",="            1003   ",="            1003   ",="            1003   ",="            1018   ",="            1018   ",="            1018   ",="            1024   ",="            1024   ",="            1024   ",="            1023   ",="            1019   ",="            1018   "
="Dep Var Mean for AM 12-Mth Shop Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Shop Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Shop Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Shop Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Asps in Control         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Asps in Control           ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Asps in Control         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Asps in Control           ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book + Interaction              ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie + Interaction      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Assistaince + Interaction",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): All Three + Interaction         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
