="Wave W4: Heterogeneity in Impact on Business Aspirations by Outcome Level at Baseline"
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (7.391)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="         -28.792***",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (8.131)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="         -23.607***",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (8.692)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="         -22.106***",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (7.732)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.360***",="          -0.317***",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.096)   ",="         (0.101)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.243** ",="          -0.249** ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.098)   ",="         (0.120)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.200*  ",="          -0.322** ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.104)   ",="         (0.127)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.146   ",="          -0.153   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.113)   ",="         (0.134)   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Aspirations horizon for ideal business (years)    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.005   ",="                   ",="          -0.274   ",="                   ",="          -0.002   ",="                   ",="          -0.957   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.008)   ",="                   ",="         (0.316)   ",="                   ",="         (0.019)   ",="                   ",="         (0.774)   "
="Below-Md Aspirations at Baseline X Assigned Handbook",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -4.420   ",="          -5.566   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (3.944)   ",="         (4.406)   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -7.717** ",="         -10.138** ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (3.728)   ",="         (4.279)   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -9.031** ",="         -12.096***",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (3.766)   ",="         (3.814)   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -6.574*  ",="          -9.887** ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (3.472)   ",="         (3.992)   ",="                   ",="                   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.453   ",="          -0.407   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.348)   ",="         (0.376)   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.128   ",="           0.044   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.270)   ",="         (0.338)   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.253   ",="          -0.334   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.272)   ",="         (0.361)   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.467   ",="          -0.574   ",="                   ",="                   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.358)   ",="         (0.445)   ",="                   ",="                   "
="Below-Md Aspirations at Baseline X Assigned Handbook",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         -45.957***",="         -42.879***"
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (12.040)   ",="        (13.058)   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         -47.803***",="         -54.004***"
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (13.382)   ",="        (16.032)   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         -22.817** ",="         -25.384** "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (10.408)   ",="        (11.493)   "
="Below-Md Aspirations at Baseline X Assigned All Three",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="         -22.468*  ",="         -26.160** "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="        (12.830)   ",="        (12.857)   "
="R-squared                                         ",="           0.313   ",="           0.482   ",="           0.536   ",="           0.309   ",="           0.139   ",="           0.182   ",="           0.214   ",="           0.195   ",="           0.208   ",="           0.210   ",="           0.132   ",="           0.121   ",="           0.186   ",="           0.183   "
="N                                                 ",="            1024   ",="             999   ",="             999   ",="            1023   ",="            1024   ",="            1018   ",="            1024   ",="             735   ",="            1023   ",="             734   ",="            1024   ",="             735   ",="            1018   ",="             733   "
="Dep Var Mean for AM 12-Mth Shop Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Shop Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Shop Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Shop Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Sales Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Sales Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Sales Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Sales Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Sales Asps (W1) in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Sales Asps (W1) in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Sales Asps (W1) in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Sales Asps (W1) in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Size Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Size Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Size Asps in Control   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Size Asps in Control     ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Employee Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Employee Asps in Control ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Employee Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Employee Asps in Control ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM 12-Mth Customer Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM 12-Mth Customer Asps in Control ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM 12-Mth Customer Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM 12-Mth Customer Asps in Control ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Shop Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Shop Asps in Control      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Shop Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Shop Asps in Control      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Size Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Size Asps in Control      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Size Asps in Control    ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Size Asps in Control      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Employee Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Employee Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Employee Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Employee Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for AM Ideal Customer Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for AM Ideal Customer Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var Mean for BM Ideal Customer Asps in Control",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dep Var SD for BM Ideal Customer Asps in Control  ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book + Interaction              ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie + Interaction      ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Assistaince + Interaction",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): All Three + Interaction         ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
