shop_ID,W1_gps_dec_long,W1_gps_dec_lat,W1_shoptype,W1_tuksayur2,W1_rokok2,W1_gas2,W1_warung2,B,BM,BC,BMC,BT,BMT,BCT,BMCT,control,treatgroup
2683,106.7309,-6.1480584,2,1,1,1,0,1,0,0,0,1,0,0,0,0,4
2690,106.73092,-6.1525383,4,0,0,1,1,0,0,0,1,0,0,0,0,0,1
2703,106.76663,-6.2851415,4,1,0,1,1,0,0,0,1,0,0,0,0,0,1
2731,106.75917,-6.2696033,3,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2734,106.75948,-6.2678919,4,0,0,1,1,0,1,0,0,0,1,0,0,0,6
2735,106.75953,-6.2663517,4,0,1,1,1,0,0,0,1,0,0,0,0,0,5
2782,106.76543,-6.2762933,2,0,1,1,1,0,1,0,0,0,1,0,0,0,2
2801,106.8595,-6.2047081,1,1,0,1,0,0,0,0,1,0,0,0,0,0,5
2810,106.85806,-6.1993065,3,0,0,1,1,0,0,1,0,0,0,0,0,0,3
2811,106.8581,-6.2000051,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2
2820,106.85925,-6.1986485,3,0,0,1,0,1,0,0,0,1,0,0,0,0,8
2834,106.85947,-6.2028985,1,1,1,1,0,0,0,1,0,0,0,1,0,0,7
2845,106.86174,-6.2108469,4,0,0,1,1,0,1,0,0,0,0,0,0,0,6
2923,106.8412,-6.2154784,2,0,1,1,1,1,0,0,0,1,0,0,0,0,4
2929,106.84232,-6.2173781,2,0,1,1,0,0,0,1,0,0,0,0,0,0,7
2933,106.84193,-6.2167983,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1
2980,106.83986,-6.2151785,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1
2994,106.84109,-6.21837,2,0,1,1,1,0,1,0,0,0,1,0,0,0,2
3009,106.84593,-6.1728415,3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
3082,106.84554,-6.17099,4,0,1,1,1,0,1,0,0,0,0,0,0,0,6
3086,106.84705,-6.1731267,1,1,0,1,1,0,0,1,0,0,0,1,0,0,7
